metric,value
EstimatedObjective,2817.14615302595
TrueObjective,2650.18657967023
TrueMeanExperienceRate,3.5032775550689
TrueEdgeExperienceRate5,1.04603654321159
TotalPower,252
ActiveLinks,1476
TrueJain,0.821982080222187
