Metric,Baseline,Proposed,Change,ChangePercent
SumRate,7012.76145254086,2984.58204489181,-4028.17940764905,-57.440701996067
MeanRate,70.1276145254086,29.8458204489181,-40.2817940764905,-57.440701996067
MinRate,18.5320591533564,4.49686650117516,-14.0351926521812,-75.7346635688851
Rate5,24.5558984887938,5.20830193621103,-19.3475965525827,-78.7900168320541
Rate10,27.5787635941338,6.1881644365484,-21.3905991575854,-77.5618496622355
Jain,0.468325006006309,0.236466867769693,-0.231858138236616,-49.507956069613
ActiveLinks,10000,2726,-7274,-72.74
TotalPower,700,20.1659311787971,-679.834068821203,-97.1191526887433
ActiveStreams,19991,19991,0,0
