metric,value
EstimatedObjective,3044.54161431604
TrueObjective,2842.65807352644
TrueMeanExperienceRate,3.60572869554019
TrueEdgeExperienceRate5,1.01789469207431
TotalPower,252
ActiveLinks,2100
TrueJain,0.870121934539935
