Parameter,ActualField,BaselineValue,MinusValue,PlusValue,J_inner_base,J_inner_minus,J_inner_plus,Delta_J_inner_minus,Delta_J_inner_plus,Rel_J_inner_minus_pct,Rel_J_inner_plus_pct,S_inner_norm,J_outer_base,J_outer_minus,J_outer_plus,Delta_J_outer_minus,Delta_J_outer_plus,Rel_J_outer_minus_pct,Rel_J_outer_plus_pct,S_outer_norm,J_true_base,J_true_minus,J_true_plus,Delta_J_true_minus,Delta_J_true_plus,Rel_J_true_minus_pct,Rel_J_true_plus_pct,S_true_norm,InnerRank,OuterRank,TrueRank,DirectionConsistency,StabilityFlag,NonSmoothFlag
betaPF,candidate.betaPF,1.23,1.05,1.41,83.6783103821967,112.067524842917,67.4499267705695,28.3892144607206,-16.2283836116272,33.9266105291254,-19.3937754449209,-2.66601929870232,-213.724996289642,438.443681077061,-747.146365579008,652.168677366703,-533.421369289366,305.143847789745,-249.583052310114,-27.736345004993,2558.43492650043,3228.13089624766,2002.42286784005,669.695969747229,-556.012058660387,26.176001695821,-21.7325073583533,-2.39542545270871,4,2,2,Fully consistent,nonsmooth/asymmetric local response,1
numUEConnections,candidate.numConnections,2,1,3,83.6783103821967,296.891670383371,39.4310634205289,213.213360001174,-44.2472469616677,254.801225105207,-52.877796838357,-4.61518532915345,-213.724996289642,5560.95642904208,-2357.50418022998,5774.68142533172,-2143.77918394034,2701.92140628503,-1003.05496369506,-55.5746455497014,2558.43492650043,6463.75821325021,1664.22992641827,3905.32328674978,-894.205000082164,152.645011459865,-34.9512505016223,-2.81394392942231,2,1,1,Fully consistent,nonsmooth/asymmetric local response,1
scheduleThreshold,candidate.scheduleThreshold,0.0001,3.98107170553497e-05,0.000251188643150958,83.6783103821967,78.8007616242181,87.3053294110561,-4.8775487579786,3.62701902885937,-5.82892835156522,4.33447928416949,4.80768805082069,-213.724996289642,-229.527359264114,-236.525017416606,-15.8023629744725,-22.8000211269646,-7.39378324894532,-10.6679244462664,-1.54879643474245,2558.43492650043,2546.0069697511,2522.58704529704,-12.4279567493381,-35.8478812033964,-0.485764035684807,-1.40116447098504,-0.43302009446469,1,5,4,Partially consistent,Stable,0
duHeight,cfg.duHeight,20,14.5,25.5,83.6783103821967,70.1706076302154,92.8192769811247,-13.5077027519813,9.14096659892799,-16.142418137132,10.9239378247207,1.35331779809264,-213.724996289642,-170.437111167298,-224.711745689039,43.2878851223441,-10.986749399397,20.2540114043001,-5.14060104813743,-1.26973062262188,2558.43492650043,2524.51786631551,2555.34669479791,-33.9170601849264,-3.08823170252663,-1.32569563656325,-0.120707846447003,0.0602493895058123,5,6,5,Inconsistent,Stable,0
numTransmitAntennas,cfg.numTxAntennas,12,4,16,83.6783103821967,100.027959807847,140.845381041379,16.3496494256498,57.1670706591824,19.5386944967861,68.3176684592155,0.569088029561676,-213.724996289642,-8.43325410907937,412.489844669444,205.291742180562,626.214840959085,96.0541563899945,293.000281591038,2.29770479401217,2558.43492650043,995.793095951487,3762.80989010993,-1562.64183054895,1204.3749636095,-61.078036981242,47.0746764412299,1.26178165659551,6,3,3,Fully consistent,nonsmooth/asymmetric local response,1
rhoFronthaul,candidate.rhoLink,0.00794328234724281,0.00501187233627272,0.0125892541179417,83.6783103821967,93.5796401310748,68.5006641678944,9.9013297488781,-15.1776462143023,11.832611944068,-18.1380887651521,-3.91573165468676,-213.724996289642,-211.100305844766,-218.810355744841,2.6246904448758,-5.08535945519907,1.22806900944745,-2.37939386757895,-0.471322199561854,2558.43492650043,2561.76694379642,2552.44004185603,3.33201729598568,-5.99488464440401,0.130236546627488,-0.234318433598158,-0.0476298332092089,3,7,6,Fully consistent,Stable,0
rhoPower,candidate.rhoPower,0.00108508434571002,0.000638793514896382,0.0018431746876703,83.6783103821967,83.7060783874354,83.6311625613731,0.0277680052387552,-0.0471478208235396,0.0331842327025082,-0.0563441357840451,-0.0147927796710656,-213.724996289642,-213.456452338847,-214.18107812107,0.268543950794992,-0.456081831428492,0.125649294868186,-0.213396579411051,-0.0560205776267425,2558.43492650043,2558.71421259243,2557.96060829107,0.279286091993072,-0.474318209363446,0.0109162867149838,-0.0185393892355998,-0.00486696375422872,7,8,7,Fully consistent,Stable,0
rankThreshold,candidate.rankThreshold,0.1625,0.1175,0.2075,83.6783103821967,83.6864640166699,83.6808127229164,0.00815363447320294,0.00250234071972955,0.00974402379297766,0.00299042930993733,-0.000337679724152016,-213.724996289642,-213.56230043016,-213.868338684566,0.162695859481573,-0.14334239492382,0.076123926684311,-0.067068615001664,-0.00715962708429875,2558.43492650043,2558.44085278688,2558.35253656724,0.00592628644380966,-0.0823899331971916,0.000231637177183004,-0.00322032553354363,-0.000172598135536331,8,9,9,Fully consistent,Stable,0
repairWeight,candidate.repairPower,0.052,0.038,0.066,83.6783103821967,83.6783103821967,83.6783103821967,0,0,0,0,0,-213.724996289642,-266.210041259964,-173.335947285667,-52.4850449703226,40.3890490039744,-24.5572796263824,18.8976721044079,2.17274758653951,2558.43492650043,2557.04567570724,2556.16074933141,-1.38925079319233,-2.27417716902301,-0.0543008062781814,-0.0888893888004315,-0.00172942912611251,9,4,8,Inconsistent,Stable,0
