metric,value
EstimatedObjective,20453.2950121727
TrueObjective,18161.7739549268
TrueMeanExperienceRate,3.5967191651047
TrueEdgeExperienceRate5,1.76665087765847
TotalPower,336
ActiveLinks,10080
TrueJain,0.877662881324106
