metric,value
EstimatedObjective,2863.41219158335
TrueObjective,2694.3795162865
TrueMeanExperienceRate,3.59861250480102
TrueEdgeExperienceRate5,1.02669609633262
TotalPower,252
ActiveLinks,1512
TrueJain,0.837032260668003
