metric,value
EstimatedObjective,341.080676930002
EstimatedScore,115.335706243178
TrueObjective,326.291935233926
TrueMeanExperienceRate,0
TrueEdgeExperienceRate5,0
TotalPower,74.398851179008
ActiveLinks,134
TrueJain,0.807821833849323
