metric,value
EstimatedObjective,296.900101339955
EstimatedScore,-198.119824312275
TrueObjective,290.855965288116
TrueMeanExperienceRate,0
TrueEdgeExperienceRate5,0
TotalPower,66.4333536620376
ActiveLinks,138
TrueJain,0.856409353116001
