Metric,Baseline,Proposed,Change,ChangePercent
SumRate,6530.0555107357,2468.68529925894,-4061.37021147676,-62.1950334847795
MeanRate,65.300555107357,24.6868529925894,-40.6137021147676,-62.1950334847795
MinRate,27.0118323890457,9.3639422785603,-17.6478901104854,-65.3339242458881
Rate5,33.1714585728396,10.6255162201176,-22.545942352722,-67.9678956631178
Rate10,38.3830957716737,11.322610151369,-27.0604856203047,-70.5010502052183
Jain,0.929908989461385,0.332078052865311,-0.597830936596074,-64.2891877991571
ActiveLinks,40000,5567,-34433,-86.0825
TotalPower,700.000000000018,36.9539882914729,-663.046011708545,-94.720858815504
ActiveStreams,18168,18168,0,0
