metric,value
EstimatedObjective,2875.80068788789
TrueObjective,2711.51208582858
TrueMeanExperienceRate,3.61921669899212
TrueEdgeExperienceRate5,0.984402021722805
TotalPower,252
ActiveLinks,1512
TrueJain,0.828332831505609
