metric,value
EstimatedObjective,1888.62531290894
TrueObjective,1839.26332633302
TrueMeanExperienceRate,2.44367822198148
TrueEdgeExperienceRate5,1.58658663293902
TotalPower,252
ActiveLinks,1512
TrueJain,0.962297895965233
