metric,value
EstimatedObjective,343.874707070634
EstimatedScore,85.5533850714733
TrueObjective,332.120866363462
TrueMeanExperienceRate,0
TrueEdgeExperienceRate5,0
TotalPower,72.8826937409944
ActiveLinks,136
TrueJain,0.795481785285547
