metric,value
EstimatedObjective,3234.26050794483
TrueObjective,3048.83196808105
TrueMeanExperienceRate,4.00704535415505
TrueEdgeExperienceRate5,1.52582714852505
TotalPower,252
ActiveLinks,2268
TrueJain,0.86577848293594
