metric,value
EstimatedObjective,2882.9583064587
TrueObjective,2728.16930945167
TrueMeanExperienceRate,3.64236586686906
TrueEdgeExperienceRate5,0.890750265949264
TotalPower,252
ActiveLinks,1512
TrueJain,0.813415283022498
