metric,value
EstimatedObjective,2799.03501979576
TrueObjective,2622.51850396295
TrueMeanExperienceRate,3.46819266102661
TrueEdgeExperienceRate5,1.13367065942698
TotalPower,252
ActiveLinks,1476
TrueJain,0.836455548268712
