Profile,Method,ActiveDimensions,SelectedParameters,NumDUs,NumUEs,NumRBGs,NumTxAntennas,NumRxAntennas,InnerMaxIter,PopulationSize,MaxEvaluations,Evaluations,RuntimeSeconds,BestScore,J_true,SumRate,MeanRate,MinRate,Rate5,Rate10,Jain,ActiveLinks,TotalPower,ActiveStreams,NumScheduledUE
m3_reduced3,basic,[2 1 3],"numUEConnections, betaPF, scheduleThreshold",7,100,100,12,2,2,8,8,1,4.0033812,8332.19461538556,7308.59912183152,7308.59912183149,73.0859912183149,43.0026614053944,45.1163899945343,48.4454982925779,0.680480069700985,20000,700.000000000001,20000,100
m3_reduced3,inner,[2 1 3],"numUEConnections, betaPF, scheduleThreshold",7,100,100,12,2,2,8,8,1,220.1984524,-213.292809899337,3377.94815100795,3377.94815100795,33.7794815100795,4.86672415573004,7.09022972730638,7.90746228694774,0.0934833460139214,1534,25.2696585426049,20000,100
m3_reduced3,GA,[2 1 3],"numUEConnections, betaPF, scheduleThreshold",7,100,100,12,2,2,8,8,8,1724.4297085,1126.56906649858,2834.75600900059,2834.7560090006,28.347560090006,4.52822312427939,5.23955450411812,6.30080459583862,0.256262004325645,2718,14.9880616074669,19991,100
m3_reduced3,PSO,[2 1 3],"numUEConnections, betaPF, scheduleThreshold",7,100,100,12,2,2,8,8,8,1756.9800535,1126.56906649858,2834.75600900059,2834.7560090006,28.347560090006,4.52822312427939,5.23955450411812,6.30080459583862,0.256262004325645,2718,14.9880616074669,19991,100
m3_reduced3,GA+PSO,[2 1 3],"numUEConnections, betaPF, scheduleThreshold",7,100,100,12,2,2,8,8,8,1620.5746858,1126.56906649858,2834.75600900059,2834.7560090006,28.347560090006,4.52822312427939,5.23955450411812,6.30080459583862,0.256262004325645,2718,14.9880616074669,19991,100
m3_reduced3,PSO+GA,[2 1 3],"numUEConnections, betaPF, scheduleThreshold",7,100,100,12,2,2,8,8,8,1606.7757022,1126.56906649858,2834.75600900059,2834.7560090006,28.347560090006,4.52822312427939,5.23955450411812,6.30080459583862,0.256262004325645,2718,14.9880616074669,19991,100
m3_reduced3,PGSAO,[2 1 3],"numUEConnections, betaPF, scheduleThreshold",7,100,100,12,2,2,8,8,8,1602.636089,1126.56906649858,2834.75600900059,2834.7560090006,28.347560090006,4.52822312427939,5.23955450411812,6.30080459583862,0.256262004325645,2718,14.9880616074669,19991,100
